Variety,Location,Year,DaysToHeading,T_l,T_opt,Local_Cumulative_GDD,PRISM_Cumulative_GDD,Stat_Cumulative_GDD
HeadM206_DaysToHeading,Schohr,2016,85,10,25,897.5088888888889,886.1134996472222,883.8055555555555
HeadM206_DaysToHeading,Schohr,2017,80,10,25,896.8291110083334,899.4805011555555,929.0087222
HeadM206_DaysToHeading,Schohr,2018,84,10,25,901.825,933.7870016166667,944.8196110194444
HeadM206_DaysToHeading,Schohr,2019,84,10,25,879.1336111111111,785.5749931194445,797
HeadM206_DaysToHeading,Schohr,2020,90,10,25,928.0114446611111,879.9369964638889,869.9444444444445
HeadM206_DaysToHeading,Schohr,2021,91,10,25,870.1944444444445,900.9149813611111,869.0367280111111
HeadM206_DaysToHeading,Schohr,2022,97,10,25,902.1752777777778,837.0371842388889,845.2222222222222
HeadM206_DaysToHeading,Schohr,2023,84,10,25,874.6616666666666,806.8186316333333,809.4166666666666
HeadM206_DaysToHeading,Schohr,2024,84,10,25,926.5562327138888,915.743782525,909.3611111111111
HeadM206_DaysToHeading,Wylie,2016,90,10,25,925.4192224027778,867.1104984222222,920.3888888888889
HeadM206_DaysToHeading,Wylie,2017,83,10,25,867.9616666666667,804.036002625,808.9522782444444
HeadM206_DaysToHeading,Wylie,2018,83,10,25,892.2049444555555,848.4759988666667,859.3611111111111
HeadM206_DaysToHeading,Wylie,2019,93,10,25,958.7019443111111,898.3100013638889,920.1666666666666
HeadM206_DaysToHeading,Wylie,2020,90,10,25,909.6319442333333,853.9769997527777,878.1666666666666
HeadM206_DaysToHeading,Wylie,2021,87,10,25,928.4523387305555,881.9096326888889,849.3333333333334
HeadM206_DaysToHeading,Wylie,2022,92,10,25,939.0197222222222,918.7555808972222,853.1111111111111
HeadM206_DaysToHeading,Wylie,2023,83,10,25,864.5535777,852.3132872611111,838.8888888888889
HeadM206_DaysToHeading,BosworthRue,2016,86,10,26,934.4921111527777,886.0680017583334,745.2222222222222
HeadM206_DaysToHeading,BosworthRue,2017,77,10,26,901.3490555027778,868.789999,730.9444444444445
HeadM206_DaysToHeading,BosworthRue,2018,83,10,26,931.2058333333333,887.6950001777777,772.5277777777778
HeadM206_DaysToHeading,BosworthRue,2019,84,10,26,960.9218889,936.525499338889,854.5555555555555
HeadM206_DaysToHeading,BosworthRue,2020,95,10,26,994.1876110888888,935.9560003194445,764.1388888888889
HeadM206_DaysToHeading,BosworthRue,2021,93,10,26,961.2214887583333,921.9141326027777,785.6666666666667
HeadM206_DaysToHeading,BosworthRue,2022,85,10,26,937.7166053027778,923.4106812472222,815.0277777777777
HeadM206_DaysToHeading,BosworthRue,2023,80,10,26,866.0352164916667,820.2270355166667,760.0833333333334
HeadM206_DaysToHeading,Canal,2016,94,10,26,934.0638888888889,880.8345003111111,930.3055555555555
HeadM206_DaysToHeading,Canal,2017,82,10,26,901.2605556305556,826.9249987611112,803.1413329444445
HeadM206_DaysToHeading,Canal,2018,84,10,26,901.0586111111111,869.7624993361111,872.3055555555555
HeadM206_DaysToHeading,Canal,2019,90,10,26,934.2008333333333,845.7214965861111,897.8055555555555
HeadM206_DaysToHeading,Canal,2020,84,10,26,953.6655001444444,907.548996925,929.4836661027778
HeadM206_DaysToHeading,Canal,2023,74,10,26,836.5492941444444,780.9479846888888,788.4166666666667
HeadM206_DaysToHeading,Canal,2024,76,10,26,904.3125,873.1972832638888,880.1666666666666
HeadM206_DaysToHeading,DelRio,2016,105,10,26,943.8372222222222,946.6270003277778,632.8888888888889
HeadM206_DaysToHeading,DelRio,2021,111,10,26,680.6944444444445,873.5907363916666,680.6944444444445
HeadM206_DaysToHeading,DelRio,2022,111,10,26,663.8888888888889,870.8792815333334,662.5
HeadM206_DaysToHeading,DelRio,2023,109,10,26,625.9166666666666,890.4717793444445,625.1666666666666
HeadM206_DaysToHeading,ErdmanGallagher,2016,89,10,26,900.306333325,894.7450008444445,848.3055555555555
HeadM206_DaysToHeading,ErdmanGallagher,2017,82,10,26,878.2955555555556,849.7585001083334,813.5426670694445
HeadM206_DaysToHeading,ErdmanGallagher,2018,83,10,26,894.7882223027777,862.3124990277778,819.0833333333334
HeadM206_DaysToHeading,ErdmanGallagher,2019,88,10,26,944.1472222222222,892.7419967861111,902
HeadM206_DaysToHeading,ErdmanGallagher,2020,89,10,26,937.4713888888889,893.4209985722222,871.1111111111111
HeadM206_DaysToHeading,ErdmanGallagher,2021,90,10,26,915.2772607472223,828.1048846305556,791.1668610055556
HeadM206_DaysToHeading,ErdmanGallagher,2023,87,10,26,917.8168389277778,820.2435350416666,796.8888888888889
HeadM206_DaysToHeading,ErdmanGallagher,2024,84,10,26,927.9736111111112,900.5895333361111,878.9722222222222
HeadM206_DaysToHeading,LarrabeeSheppard,2016,87,10,26,941.9497777277778,914.0534982444444,826.0555555555555
HeadM206_DaysToHeading,LarrabeeSheppard,2017,78,10,26,910.6327777777777,876.5159997861111,822.8888888888889
HeadM206_DaysToHeading,LarrabeeSheppard,2018,80,10,26,914.4396115166667,909.0495038138889,822.7777777777778
HeadM206_DaysToHeading,LarrabeeSheppard,2019,89,10,26,945.1482778472223,894.5714993611111,867.7222222222222
HeadM206_DaysToHeading,LarrabeeSheppard,2020,87,10,26,931.4861111111111,876.4865026472222,770.1944444444445
HeadM206_DaysToHeading,LarrabeeSheppard,2021,85,10,26,949.16724445,910.0812301666667,812
HeadM206_DaysToHeading,LarrabeeSheppard,2022,90,10,26,1012.4673443388889,988.4350294999999,927.4722222222222
HeadM206_DaysToHeading,LarrabeeSheppard,2023,82,10,26,924.0580555555555,874.8611340555556,839.6666666666666
HeadM206_DaysToHeading,LarrabeeSheppard,2024,79,10,26,955.7763888888888,919.4310317138888,852.4444444444445
HeadM206_DaysToHeading,Lauppe,2016,88,10,26,900.6813890805555,829.7664995055555,728.3333333333334
HeadM206_DaysToHeading,Lauppe,2017,79,10,26,872.2896109249999,817.4885015333333,751.0277777777778
HeadM206_DaysToHeading,Lauppe,2018,84,10,26,897.2635554333333,829.641500475,766.3888888888889
HeadM206_DaysToHeading,Lauppe,2019,87,10,26,892.3413888888889,821.0569996805556,789.8888888888889
HeadM206_DaysToHeading,Lauppe,2020,83,10,26,877.6186111111111,803.4794993333334,713.5277777777778
HeadM206_DaysToHeading,Lauppe,2021,89,10,26,930.671111111111,833.6970310222223,767.1944444444445
HeadM206_DaysToHeading,Lauppe,2022,91,10,26,900.8197387833334,878.861832125,770.5555555555555
HeadM206_DaysToHeading,Lauppe,2023,87,10,26,923.6608333333334,895.8142805027778,848.4722222222222
HeadM206_DaysToHeading,Lauppe,2024,79,10,26,903.0647222222223,853.6558823694445,782.0243719944444
HeadM206_DaysToHeading,Rehmann,2017,92,10,26,909.2341111027778,927.91650105,913.3601671861111
HeadM206_DaysToHeading,Rehmann,2018,96,10,26,913.782000388889,920.09300185,925.8888888888889
HeadM206_DaysToHeading,Rehmann,2019,100,10,26,943.7263888888889,938.4695005472222,922.1111111111111
HeadM206_DaysToHeading,Rehmann,2021,90,10,26,919.1984611555555,899.826483725,821.5833333333334
HeadM206_DaysToHeading,Schohr,2016,85,10,26,934.5416666666666,923.7994995194445,923.1111111111111
HeadM206_DaysToHeading,Schohr,2017,80,10,26,934.2496665638889,936.9805011555555,966.7864999777778
HeadM206_DaysToHeading,Schohr,2018,84,10,26,939.4755555555555,973.595001225,985.6529443527778
HeadM206_DaysToHeading,Schohr,2019,84,10,26,915.7841666666667,819.9149932722222,831.6944444444445
HeadM206_DaysToHeading,Schohr,2020,90,10,26,965.4464446611111,918.0474968027778,907.9722222222222
HeadM206_DaysToHeading,Schohr,2021,91,10,26,911.5,942.5417313527778,910.3422835666667
HeadM206_DaysToHeading,Schohr,2022,97,10,26,940.2030555555556,875.7931838027778,886.2222222222222
HeadM206_DaysToHeading,Schohr,2023,84,10,26,910.8536111111111,845.2009301027778,848.6388888888889
HeadM206_DaysToHeading,Schohr,2024,84,10,26,968.2337327138888,957.4788317722223,951.3611111111111
HeadM206_DaysToHeading,Wylie,2016,90,10,26,962.9128335138889,906.309497825,960.1944444444445
HeadM206_DaysToHeading,Wylie,2017,83,10,26,903.3455555555555,839.1830029388889,843.8967226888889
HeadM206_DaysToHeading,Wylie,2018,83,10,26,929.2007777888889,887.7034988277778,898.8333333333334
HeadM206_DaysToHeading,Wylie,2019,93,10,26,998.0919443111111,939.2370014083333,960.8611111111111
HeadM206_DaysToHeading,Wylie,2020,90,10,26,945.9499997888888,891.4829993166667,913.1666666666666
HeadM206_DaysToHeading,Wylie,2021,87,10,26,968.5173387305555,923.0035314638889,890.1388888888889
HeadM206_DaysToHeading,Wylie,2022,92,10,26,982.4097222222222,963.0280303916667,895.6944444444445
HeadM206_DaysToHeading,Wylie,2023,83,10,26,902.3385777,892.8622870472223,879.5277777777778
HeadM206_DaysToHeading,BosworthRue,2016,86,10,27,972.1587778194445,924.8655023694445,781.4444444444445
HeadM206_DaysToHeading,BosworthRue,2017,77,10,27,936.1546110583333,904.1319990083333,764.0833333333334
HeadM206_DaysToHeading,BosworthRue,2018,83,10,27,967.9188888888889,925.721499925,807.4444444444445
HeadM206_DaysToHeading,BosworthRue,2019,84,10,27,1001.8118889,978.3470001166667,896.0555555555555
HeadM206_DaysToHeading,BosworthRue,2020,95,10,27,1031.8767777555556,974.8845004944444,798.0833333333334
HeadM206_DaysToHeading,BosworthRue,2021,93,10,27,1001.7214887583333,963.9323811583333,824.1666666666667
HeadM206_DaysToHeading,BosworthRue,2022,85,10,27,974.0157719694445,963.9592289944444,853.1944444444445
HeadM206_DaysToHeading,BosworthRue,2023,80,10,27,897.3404942694444,855.6531829749999,792.8055555555555
HeadM206_DaysToHeading,Canal,2016,94,10,27,966.9105555555556,916.7030000666667,966.8888888888889
HeadM206_DaysToHeading,Canal,2017,82,10,27,933.1013889638889,860.7794995305555,835.1968885
HeadM206_DaysToHeading,Canal,2018,84,10,27,935.735,907.7884993583333,909.0833333333334
HeadM206_DaysToHeading,Canal,2019,90,10,27,969.3233333333333,881.2339963944445,935
HeadM206_DaysToHeading,Canal,2020,84,10,27,991.1474445888889,945.0814971916667,966.8169994361111
HeadM206_DaysToHeading,Canal,2023,74,10,27,867.9169438333333,814.5581827055555,822.25
HeadM206_DaysToHeading,Canal,2024,76,10,27,940.8733333333333,910.2562327361111,917.5277777777778
HeadM206_DaysToHeading,DelRio,2016,105,10,27,981.0388888888889,990.6155009222222,662.9722222222223
HeadM206_DaysToHeading,DelRio,2021,111,10,27,713.6111111111111,915.6229353,713.6111111111111
HeadM206_DaysToHeading,DelRio,2022,111,10,27,693.5277777777778,909.0113301388889,691.6388888888889
HeadM206_DaysToHeading,DelRio,2023,109,10,27,650.1111111111111,925.5843768083333,648.8611111111111
HeadM206_DaysToHeading,ErdmanGallagher,2016,89,10,27,939.0318888805556,934.4430007999999,887.8055555555555
HeadM206_DaysToHeading,ErdmanGallagher,2017,82,10,27,915.0819444444444,886.2585001083334,850.0426670694445
HeadM206_DaysToHeading,ErdmanGallagher,2018,83,10,27,932.0379445250001,899.7279996694444,856.0833333333334
HeadM206_DaysToHeading,ErdmanGallagher,2019,88,10,27,983.8058333333333,932.2064962611112,942.3888888888889
HeadM206_DaysToHeading,ErdmanGallagher,2020,89,10,27,974.215,930.7759990694444,908.7777777777778
HeadM206_DaysToHeading,ErdmanGallagher,2021,90,10,27,956.0583718583333,867.8527340944445,829.1668610055556
HeadM206_DaysToHeading,ErdmanGallagher,2023,87,10,27,957.5485055944445,854.3674831416666,835.4166666666667
HeadM206_DaysToHeading,ErdmanGallagher,2024,84,10,27,968.8825,940.7942319,919.4722222222222
HeadM206_DaysToHeading,LarrabeeSheppard,2016,87,10,27,975.9428332833334,950.0534982444444,862.0555555555555
HeadM206_DaysToHeading,LarrabeeSheppard,2017,78,10,27,945.0716666666666,911.6424999166667,856.6944444444445
HeadM206_DaysToHeading,LarrabeeSheppard,2018,80,10,27,949.7871115166666,945.5275035,857.4722222222223
HeadM206_DaysToHeading,LarrabeeSheppard,2019,89,10,27,980.5863334027778,932.0714993611111,905.0555555555555
HeadM206_DaysToHeading,LarrabeeSheppard,2020,87,10,27,964.035,911.10300255,800.5277777777777
HeadM206_DaysToHeading,LarrabeeSheppard,2021,85,10,27,985.7469666722222,948.1653795277778,847.3333333333334
HeadM206_DaysToHeading,LarrabeeSheppard,2022,90,10,27,1052.1017887833334,1029.7945284777777,966.7777777777778
HeadM206_DaysToHeading,LarrabeeSheppard,2023,82,10,27,956.9611111111111,911.0947813972223,874.0833333333334
HeadM206_DaysToHeading,LarrabeeSheppard,2024,79,10,27,994.0319444444444,958.020281325,889.3888888888889
HeadM206_DaysToHeading,Lauppe,2016,88,10,27,934.6680557472222,865.43499945,761.5555555555555
HeadM206_DaysToHeading,Lauppe,2017,79,10,27,906.692110925,852.8655013861111,785.1666666666666
HeadM206_DaysToHeading,Lauppe,2018,84,10,27,932.2021665444445,865.1850004222223,800.8055555555555
HeadM206_DaysToHeading,Lauppe,2019,87,10,27,927.2502777777778,857.0824999777777,826.4166666666666
HeadM206_DaysToHeading,Lauppe,2020,83,10,27,909.5822222222222,837.1544995222222,745.4722222222223
HeadM206_DaysToHeading,Lauppe,2021,89,10,27,968.9102777777778,873.1970310222223,804.6944444444445
HeadM206_DaysToHeading,Lauppe,2022,91,10,27,936.1305721166667,917.3270315944444,806.2222222222222
HeadM206_DaysToHeading,Lauppe,2023,87,10,27,957.2030555555556,930.912577625,885.1944444444445
HeadM206_DaysToHeading,Lauppe,2024,79,10,27,942.1927777777778,891.6558823694445,818.5243719944444
HeadM206_DaysToHeading,Rehmann,2017,92,10,27,950.606333325,968.9665012416667,955.2768338527777
HeadM206_DaysToHeading,Rehmann,2018,96,10,27,953.8186670555556,961.0455021944445,967.5
HeadM206_DaysToHeading,Rehmann,2019,100,10,27,985.1108333333333,979.6199989388889,964.4444444444445
HeadM206_DaysToHeading,Rehmann,2021,90,10,27,960.7720722666667,942.5994834888888,863.0833333333334
HeadM206_DaysToHeading,Schohr,2016,85,10,27,970.3230555555556,960.2529993138888,960.6944444444445
HeadM206_DaysToHeading,Schohr,2017,80,10,27,970.7013332305555,974.3110008055555,1004.2864999777778
HeadM206_DaysToHeading,Schohr,2018,84,10,27,975.7441666666666,1011.7675008805555,1025.1529443527777
HeadM206_DaysToHeading,Schohr,2019,84,10,27,951.0527777777778,853.8794937,865.6944444444445
HeadM206_DaysToHeading,Schohr,2020,90,10,27,1000.6050557722222,954.0899963472223,944.7222222222222
HeadM206_DaysToHeading,Schohr,2021,91,10,27,951.6111111111111,983.0027298888889,950.4533946777777
HeadM206_DaysToHeading,Schohr,2022,97,10,27,975.458611111111,912.0289816861111,923.9166666666666
HeadM206_DaysToHeading,Schohr,2023,84,10,27,943.473888888889,880.1303782333333,884.0833333333334
HeadM206_DaysToHeading,Schohr,2024,84,10,27,1009.6056771583333,998.244330888889,992.5555555555555
HeadM206_DaysToHeading,Wylie,2016,90,10,27,998.7620001805556,944.0954980777778,998.2777777777778
HeadM206_DaysToHeading,Wylie,2017,83,10,27,937.4775,873.9270024194444,878.0356115777778
HeadM206_DaysToHeading,Wylie,2018,83,10,27,964.0116111222222,926.2839984777778,936.1111111111111
HeadM206_DaysToHeading,Wylie,2019,93,10,27,1035.9269443111111,979.2535009277777,1000.5555555555555
HeadM206_DaysToHeading,Wylie,2020,90,10,27,980.5411109,927.6064982305555,946.9166666666666
HeadM206_DaysToHeading,Wylie,2021,87,10,27,1007.975394286111,962.5926809388889,930.0277777777778
HeadM206_DaysToHeading,Wylie,2022,92,10,27,1023.9883333333333,1006.6047792361111,937.4444444444445
HeadM206_DaysToHeading,Wylie,2023,83,10,27,935.2602443666667,933.3622870472223,917.25
HeadM206_DaysToHeading,BosworthRue,2016,86,10,28,1006.1032222638889,962.7660026666667,817.0277777777778
HeadM206_DaysToHeading,BosworthRue,2017,77,10,28,969.5551666138889,938.7209987555556,796.5277777777778
HeadM206_DaysToHeading,BosworthRue,2018,83,10,28,1003.8377777777778,962.5274996805556,840.9722222222223
HeadM206_DaysToHeading,BosworthRue,2019,84,10,28,1041.7421666777777,1019.8470001166667,936.9166666666666
HeadM206_DaysToHeading,BosworthRue,2020,95,10,28,1067.8748333111112,1013.0725011722222,830.9722222222223
HeadM206_DaysToHeading,BosworthRue,2021,93,10,28,1040.7734332027778,1005.244431025,862.5833333333334
HeadM206_DaysToHeading,BosworthRue,2022,85,10,28,1008.8343830805555,1002.8128771805556,889.6388888888889
HeadM206_DaysToHeading,BosworthRue,2023,80,10,28,925.3318831583333,888.5399331972222,823.6944444444445
HeadM206_DaysToHeading,Canal,2016,94,10,28,996.57,951.442500113889,1002.8333333333334
HeadM206_DaysToHeading,Canal,2017,82,10,28,963.0330556305555,893.3124995222222,865.9746662777778
HeadM206_DaysToHeading,Canal,2018,84,10,28,965.3136111111111,943.0799994472222,943.5555555555555
HeadM206_DaysToHeading,Canal,2019,90,10,28,1002.3947222222222,916.3259964027778,971.5277777777777
HeadM206_DaysToHeading,Canal,2020,84,10,28,1026.8435557,982.5064973833333,1003.8169994361111
HeadM206_DaysToHeading,Canal,2023,74,10,28,894.8077771666667,844.8437795527777,853
HeadM206_DaysToHeading,Canal,2024,76,10,28,976.1805555555555,945.9112324694445,954.0555555555555
HeadM206_DaysToHeading,DelRio,2016,105,10,28,1014.8338888888889,1032.960500236111,690.5555555555555
HeadM206_DaysToHeading,DelRio,2021,111,10,28,745.5555555555555,956.0973835027778,745.4444444444445
HeadM206_DaysToHeading,DelRio,2022,111,10,28,722.1111111111111,944.7393288722222,719.7222222222222
HeadM206_DaysToHeading,DelRio,2023,109,10,28,672.8888888888889,958.4942250222222,671.1388888888889
HeadM206_DaysToHeading,ErdmanGallagher,2016,89,10,28,976.111333325,973.30850125,926.8333333333334
HeadM206_DaysToHeading,ErdmanGallagher,2017,82,10,28,951.27,921.8804998472223,885.9315559583333
HeadM206_DaysToHeading,ErdmanGallagher,2018,83,10,28,968.140444525,935.685499175,891.6944444444445
HeadM206_DaysToHeading,ErdmanGallagher,2019,88,10,28,1021.1869444444444,971.0114965666667,981.6111111111111
HeadM206_DaysToHeading,ErdmanGallagher,2020,89,10,28,1009.7353329583333,967.0949983583333,945.7222222222223
HeadM206_DaysToHeading,ErdmanGallagher,2021,90,10,28,995.0244829694444,906.9643330611111,866.5001943388888
HeadM206_DaysToHeading,ErdmanGallagher,2023,87,10,28,993.7637833722222,886.3180322666667,870.5555555555555
HeadM206_DaysToHeading,ErdmanGallagher,2024,84,10,28,1009.2336111111111,979.7942319,959.75
HeadM206_DaysToHeading,LarrabeeSheppard,2016,87,10,28,1007.9400555055555,985.5384979,895.7777777777777
HeadM206_DaysToHeading,LarrabeeSheppard,2017,78,10,28,978.5275,945.7144994666667,889.4166666666666
HeadM206_DaysToHeading,LarrabeeSheppard,2018,80,10,28,983.3776670722223,981.1300034611111,890.3611111111112
HeadM206_DaysToHeading,LarrabeeSheppard,2019,89,10,28,1014.2307778472223,968.7614998944445,940.6944444444445
HeadM206_DaysToHeading,LarrabeeSheppard,2020,87,10,28,994.4202777777778,944.7000026722222,828.8611111111111
HeadM206_DaysToHeading,LarrabeeSheppard,2021,85,10,28,1020.8764111166666,985.1128292111111,881.8333333333334
HeadM206_DaysToHeading,LarrabeeSheppard,2022,90,10,28,1090.5512332277779,1069.5780272388888,1005.2222222222222
HeadM206_DaysToHeading,LarrabeeSheppard,2023,82,10,28,985.6672222222222,943.8131785388889,905.3333333333334
HeadM206_DaysToHeading,LarrabeeSheppard,2024,79,10,28,1031.8583333333333,996.020281325,925.8888888888889
HeadM206_DaysToHeading,Lauppe,2016,88,10,28,964.7047224138888,899.7029990972222,793.8611111111111
HeadM206_DaysToHeading,Lauppe,2017,79,10,28,939.8340553694444,887.4970016305556,818.6111111111111
HeadM206_DaysToHeading,Lauppe,2018,84,10,28,965.5638332111112,898.8415002833334,833.8333333333334
HeadM206_DaysToHeading,Lauppe,2019,87,10,28,960.785,891.4064993833333,862.2777777777777
HeadM206_DaysToHeading,Lauppe,2020,83,10,28,939.8186111111111,869.3215002916667,776.75
HeadM206_DaysToHeading,Lauppe,2021,89,10,28,1004.5074999999999,912.1712293666667,842.1111111111111
HeadM206_DaysToHeading,Lauppe,2022,91,10,28,969.0594610055556,954.0164303638888,840.0833333333334
HeadM206_DaysToHeading,Lauppe,2023,87,10,28,987.0022222222223,964.3286266277778,920.0833333333334
HeadM206_DaysToHeading,Lauppe,2024,79,10,28,980.2408333333333,929.369131575,854.2188164388889
HeadM206_DaysToHeading,Rehmann,2017,92,10,28,990.8143888805555,1008.3105011027778,995.3046116305555
HeadM206_DaysToHeading,Rehmann,2018,96,10,28,991.532000388889,999.4805035694444,1007.4722222222223
HeadM206_DaysToHeading,Rehmann,2019,100,10,28,1025.0233333333333,1019.4709987722223,1005.4444444444445
HeadM206_DaysToHeading,Rehmann,2021,90,10,28,1000.7570722666667,984.3098325722223,904.4444444444445
HeadM206_DaysToHeading,Schohr,2016,85,10,28,1003.2547222222222,996.1859998805555,997.6388888888889
HeadM206_DaysToHeading,Schohr,2017,80,10,28,1006.4663332305556,1010.5765008722223,1041.369833311111
HeadM206_DaysToHeading,Schohr,2018,84,10,28,1010.0888888888888,1048.7930002222222,1063.5140554638888
HeadM206_DaysToHeading,Schohr,2019,84,10,28,984.3975,886.7704934944444,899.2777777777778
HeadM206_DaysToHeading,Schohr,2020,90,10,28,1033.5045002166667,988.3279962583333,979.1388888888889
HeadM206_DaysToHeading,Schohr,2021,91,10,28,990.2777777777778,1021.9547295527777,989.1200613444445
HeadM206_DaysToHeading,Schohr,2022,97,10,28,1008.5569444444444,946.1321806916667,959.0555555555555
HeadM206_DaysToHeading,Schohr,2023,84,10,28,973.1861111111111,912.0675272833333,915.6388888888889
HeadM206_DaysToHeading,Schohr,2024,84,10,28,1050.6056771583333,1038.0002303194444,1032.5833333333333
HeadM206_DaysToHeading,Wylie,2016,90,10,28,1030.506444625,981.5954980777778,1035.7222222222222
HeadM206_DaysToHeading,Wylie,2017,83,10,28,970.2736111111111,907.5355019472222,911.3133893555556
HeadM206_DaysToHeading,Wylie,2018,83,10,28,996.0938333444444,962.4064989,971.5
HeadM206_DaysToHeading,Wylie,2019,93,10,28,1071.9977776444443,1018.7205009361111,1039.388888888889
HeadM206_DaysToHeading,Wylie,2020,90,10,28,1013.3597220111111,962.8634982,979.9166666666666
